Number;Id;Unique Id;Company Name;Company owner;Company purpose;First adressline;second adressline;Country;Foreign Zip Code;House number;Street;Dwelling number;Locality;Swiss zipcode add on;Swiss zipcode;
979;153773823;CH64541145905;Security First Swiss Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;La Côte-aux-Fées;CH;null;37;Les Bolles-du-Temple;null;null;null;2117;
980;153777347;CH66027730184;RED FOX CONSULTING SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;30;rue Voltaire;null;null;null;1201;
981;153779004;CH50110163074;MC Forniture di Moresi C.;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Contone;CH;null;19;Via Cantonale;null;null;null;6594;
982;153780266;CH50110195304;Azienda Agricola Poderi del Castello di Viviana Pasta;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Capolago;CH;null;3a;Via Belvedere;null;null;null;6825;
983;153782012;CH03610611538;Whyness Yann Benoit;Kanton service not implemented yet;Kanton service not implemented yet;null;null;La Chaux-de-Fonds;CH;null;22;rue Daniel-Jeanrichard;null;null;null;2300;
984;153784465;CH40030362039;Choco Medien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wettingen;CH;null;88;Bahnhofstrasse;null;null;null;5430;
985;153786731;CH24130124587;fix-a-ding ag in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Olten;CH;null;78;Industriestrasse;null;null;null;4601;
986;153787802;CH55011249456;GAMA GROUP SA en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Gland;CH;null;24;Rue de Malagny;null;null;null;1196;
987;153788894;CH62610158555;Samuel Mariéthoz Transports Déneigement;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vex;CH;null;30 A;Route de Courtille;null;null;null;1981;
988;153789267;CH50140200052;Anaagastro Sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o 4M Accounting di Ivankovic Mladjana;Massagno;CH;null;77;Via San Gottardo;null;null;null;6900;
989;153790069;CH16040060640;gastrowärchstatt gmbh;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Glarus;CH;null;34;Bankstrasse;null;null;null;8750;
990;153790270;CH02040517356;FATI Gerüstbau GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Arafat Pajaziti;Eggenwil;CH;null;2a;Kirchrainstrasse;null;null;null;5445;
991;153790514;CH62610133884;Génie Consult Pascal Métrailler;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Champlan;CH;null;35;Rue des fermes;null;null;null;1971;
992;153792068;CH62140090080;Doma-Tao Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Martigny;CH;null;4;Route d'Aoste;null;null;null;1920;
993;153796008;CH35010104576;Mazlaria Nay Ivo;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Trun;CH;null;17;Via d' Industria;null;null;null;7166;
994;153797628;CH03620722423;won Finanzberatung KmG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Utzenstorf;CH;null;6;Sonnmattstrasse;null;null;null;3427;
995;153800928;CH31030023729;Passim AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Appenzell;CH;null;20;Rütistrasse;null;null;null;9050;
996;153803619;CH32010765709;Fleisch Reich Dorfmetzg;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Grabs;CH;null;8;Dorfschulweg;null;null;null;9472;
997;153805162;CH55011158785;AUTO.OCCASION.CH Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;54;Chemin de Renens;null;null;null;1004;
998;153805185;CH66038400172;NICe NeuroImagerie et traitement de la douleur SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;3;rue Jean-Violette;null;null;null;1205;
999;153814066;CH13040185793;KLS Trading GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wollerau;CH;null;142;Felsenstrasse;null;null;null;8832;
1000;153815479;CH13010189005;Moser Garten;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rothenthurm;CH;null;null;Sonnenberg;null;null;null;6418;
1001;153815597;CH30030181364;R. Frischknecht AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Waldstatt;CH;null;10;oberer Hof;null;null;null;9104;
1002;153816036;CH40010339748;Aeschbach Max Motorrad-Werkstatt;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Leutwil;CH;null;2;Boniswilerstrasse;null;null;null;5725;
1003;153816987;CH62140087186;Café Gestion Sàrl en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St-Maurice;CH;null;2;Place de la Gare;null;null;null;1890;
1004;153817596;CH21735648009;Restaurant du Cygne Teufel Maximilien;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Fribourg;CH;null;2;Rue des Bouchers;null;null;null;1700;
1005;153820279;CH55011709415;AIGNOS SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ste-Croix;CH;null;20;Avenue des Alpes;null;null;null;1450;
1006;153823148;CH66028660136;Investir Advisory SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;10;rue du Vieux-Collège;null;null;null;1204;
1007;153824159;CH02040511744;zollikhair GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bäretswil;CH;null;4;Bahnhofstrasse;null;null;null;8344;
1008;153824567;CH50140175471;An.Dan Sagl in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o MC Consulenze Sagl;Rivera;CH;null;24;Via Cantonale;null;null;null;6802;
1009;153825443;CH50140161347;ELETTRODOZIO Sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Montagnola;CH;null;2;Vicolo dei Somazzi;null;null;null;6926;
1010;153827637;CH31030022070;Aerolon AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Appenzell;CH;null;14;Weissbadstrasse;null;null;null;9050;
1011;153827726;CH27040035762;NBE-Therapeutics AG;No Owner Found;No Owner Found;Technologie Park Basel;null;Basel;CH;null;60 c;Hochbergerstr.;null;null;null;4057;
1012;153828737;CH13040243371;Fahrschule iDrive GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Küssnacht am Rigi;CH;null;1;Chli Ebnet;null;null;null;6403;
1013;153828990;CH32010696989;mktrading Michael Künzle;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ermenswil;CH;null;2;Oberegg;null;null;null;8734;
1014;153829398;CH13030184181;Georgsmatt Immobilien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Arth;CH;null;17;St. Georgsweg;null;null;null;6415;
1015;153830384;CH02010641802;Giovanni Maniaci Gipsergeschäft;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberengstringen;CH;null;5;Gartenstrasse;null;null;null;8102;
1016;153832124;CH50140179146;Anton Commodities Sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;13;Via Clemente Maraini;null;null;null;6900;
1017;153833046;CH66000180132;Pathway International Association;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o FIDUCIOR SA;Genève;CH;null;19;rue de Saint-Léger;null;null;null;1204;
1018;153834904;CH02010788699;Ilicare Cangemi;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dielsdorf;CH;null;10;Kronenstrasse;null;null;null;8157;
1019;153836607;CH03690625596;SITC Enterprises AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Biel/Bienne;CH;null;4;Johann-Renfer-Strasse;null;null;null;2504;
1020;153836866;CH21735596189;Dspas SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ursy;CH;null;4;Chemin du Marais;null;null;null;1670;
1021;153840075;CH17030373179;Confinale AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;10;Baarerstrasse;null;null;null;6300;
1022;153841318;CH66027120183;SI La Mure SA;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Sabine Mabut Buhagiar;La Croix-de-Rozon;CH;null;279A;route d'Annecy;null;null;null;1257;
1023;153842097;CH02040544310;Five Stone Switzerland GmbH;No Owner Found;Die Gesellschaft bezweckt das Erbringen von Dienstleistungen auf dem Gebiet der Steuer- und Rechtsberatung.;null;c/o Cordial Treuhand AG;Zürich;CH;null;378;Riedhofstrasse;null;null;null;8049;
1024;153843435;CH55010872927;BB Bengtsson Business Consultants;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Commugny;CH;null;4 B;Chemin de Chaussey;null;null;null;1291;
1025;153845250;CH62610163430;Dentalcreed Lab. Laboratoire dentaire Produit Yann;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Châteauneuf-Conthey;CH;null;6;Route Cantonale;null;null;null;1964;
1026;153845664;CH64541081585;Securexpert Sàrl en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Yverdon-les-Bains;CH;null;10;route de Lausanne;null;null;null;1400;
1027;153846930;CH10048049839;Praxis für Komplementäre Medizin und Therapie GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wolhusen;CH;null;2;Menznauerstrasse;null;null;null;6110;
1028;153847284;CH50110161181;CERINI IMPRESA COSTRUZIONI;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Giumaglio;CH;null;null;Via Cantonale;null;null;null;6678;
1029;153847315;CH55010873249;Bright Noise Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Rostand Mitouassiwou Samba;Bussy-sur-Moudon;CH;null;10;Chemin du Champ à la Pache;null;null;null;1514;
1030;153849018;CH50130166445;Skyline Consulting SA in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;4;Corso Elvezia;null;null;null;6901;
1031;153849337;CH40070352184;ESTECH Vorsorgestiftung;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o ESTECH Group AG;Seon;CH;null;22;Aabachstrasse;null;null;null;5703;
1032;153849420;CH03670630471;Stiftung "Switzerland Innovation";Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;15;Monbijoustrasse;null;null;null;3011;
1033;153855243;CH02040625553;Heart Thinking Technologies GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wetzikon ZH;CH;null;15;Schönaustrasse;null;null;null;8620;
1034;153855817;CH44010279904;Tauscher Keramik;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Horn;CH;null;20;Grünaustrasse;null;null;null;9326;
1035;153855840;CH66029100180;CPCI Corporate Finance SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;7;rue Jean-Petitot;null;null;null;1204;
1036;153855881;CH32010826230;Bischofberger Gardening;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;27;Linsebühlstrasse;null;null;null;9000;
1037;153856886;CH40010371087;Gürber Keramikmanufaktur;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Küttigen;CH;null;30;Hauptstrasse;null;null;null;5024;
1038;153857242;CH02040661999;CaDura Winterthur GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Winterthur;CH;null;73;Ida-Sträuli-Strasse;null;null;null;8404;
1039;153858910;CH40034417535;Oberle Immobilien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kleindöttingen;CH;null;6;Rosenweg;null;null;null;5314;
1040;153861611;CH13040225248;Brugger GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Altendorf;CH;null;42;Litschstrasse;null;null;null;8852;
1041;153861835;CH17040117782;ClimaGate Production GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Stallikon;CH;null;2/4;Luegisland;null;null;null;8143;
1042;153863969;CH27010169381;Habschi Express;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ettingen;CH;null;27;Aeschstrasse;null;null;null;4107;
1043;153864064;CH02010777622;Treuhandbüro Kohler;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bassersdorf;CH;null;31;Geisslooweg;null;null;null;8303;
1044;153864176;CH55011655128;Nicolet mécanique Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Echallens;CH;null;36 A;Route de Cossonay;null;null;null;1040;
1045;153864325;CH55011511859;Jätlag Sàrl en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Pascal Dubail;Rances;CH;null;8;Rue du Muret;null;null;null;1439;
1046;153864383;CH40044406830;Lassak GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zofingen;CH;null;2H;Hirschparkweg;null;null;null;4800;
1047;153864414;CH03610542733;Huttwil Pizza - Kebab Kalid;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Huttwil;CH;null;72;Luzernerstrasse;null;null;null;4950;
1048;153866382;CH03610566375;Coiffeur Perla Beauty Inhaberin C. Schütz;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;5;Waldmannstrasse;null;null;null;3027;
1049;153869274;CH17040114693;Danny Thole Cosmetics GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Hünenberg;CH;null;65;Bösch;null;null;null;6331;
1050;153873057;CH35040049508;Sunna Bar GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Paspels;CH;null;35;Pradasetga;null;null;null;7417;
1051;153873904;CH50110153452;Pic e Pala di Rafael Manon;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Morbio Inferiore;CH;null;9;Viale Breggia;null;null;null;6834;
1052;153874134;CH32040773334;polestica gmbh;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ebnat-Kappel;CH;null;null;Hundsrücken;null;null;null;9642;
1053;153874476;CH24090000030;Dietschi AG Filiale Balsthal;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Balsthal;CH;null;7;Löwengasse;null;null;null;4710;
1054;153876742;CH21735679185;Sabores de Portugal Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Saint-Aubin (FR);CH;null;4;Route des Vernettes;null;null;null;1566;
1055;153880985;CH21735521009;Dynamipharm Sàrl en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Remaufens;CH;null;21;Impasse du Stand;null;null;null;1617;
1056;153887355;CH03630699742;A. + R. Uhlmann SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Tramelan;CH;null;23;Rue Virgile-Rossel;null;null;null;2720;
1057;153887780;CH51490090342;KPMG Klynveld Peat Marwick Goerdeler SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;33;Via Serafino Balestra;null;null;null;6900;
1058;153887852;CH02040444459;CRA Core Risk Advisory GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Beat Henger;Richterswil;CH;null;48;Feldstrasse;null;null;null;8805;
